NIVT_SAT	annee_ctr_f	nper_enq_f	npie_log_f	peri_ctr_f	puissto_f	qpay_ctr_f	tarif_f	niv_urb_f	annee_log_f	stat_log_f	type_log_f	emme_log_f	date_chf_f	chem_log_f	age_enq_f	ideal_chf_f	num_ind	i
1	1989a1990	3personnes	5pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Gazvr	0128	18
3	1989a1990	3personnes	>=6piec	Mensualise	>=12kVA	Qpay=8	Doubletarif	agglo.rurale	1974->81	Proprietaire	Individuel	entre1989et1990	avant1982	Cheminee	55a64ans	Gazvr	0129	18
2	1986a1988	2personnes	4pieces	Indestdeter	9kVA	Qpay=8	Doubletarif	10Ma20Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	0130	18
1	1981a1985	5perset+	>=6piec	Mensualise	>=12kVA	Qpay=7	Doubletarif	agglo.rurale	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	35a44ans	Gazvr	0131	18
3	1989a1990	1personne	2pieces	Mensualise	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Electric	0132	18
1	1986a1988	4personnes	5pieces	Indestmensu	6kVA	Qpay=9	Doubletarif	agglo.rurale	<=1948	Locataire	Individuel	entre1982et1988	entre1982et1988	Cheminee	45a54ans	Gazvr	0133	18
3	1981a1985	1personne	2pieces	Relevenormal	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1989et1990	Cheminee	55a64ans	Gazvr	0134	18
2	1989a1990	2personnes	2pieces	Mensualise	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Electric	0135	18
3	1989a1990	5perset+	5pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	0136	18
2	1989a1990	1personne	4pieces	Relevenormal	6kVA	Qpay=3	Doubletarif	100Ma200Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Cheminee	35a44ans	Electric	0137	18
2	1986a1988	2personnes	4pieces	Indestdeter	9kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Electric	0138	18
2	1989a1990	1personne	1piece	Indestmensu	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Electric	0139	18
2	1971a1980	2personnes	3pieces	Indestdeter	9kVA	Qpay=9	Doubletarif	100Ma200Mhab	1974->81	Locataire	Collectif	avant1982	avant1982	Pascheminee	65anset+	Electric	0140	18
2	1989a1990	1personne	1piece	Relevenormal	6kVA	Qpay=5	Doubletarif	100Ma200Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	45a54ans	Electric	0141	18
2	1986a1988	4personnes	>=6piec	Indestmensu	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	18a34ans	Bois	0142	18
1	1986a1988	1personne	1piece	Relevenormal	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Electric	0143	18
2	1989a1990	2personnes	3pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	10Ma20Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	0144	18
1	1989a1990	1personne	3pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	10Ma20Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Autre	0145	18
3	1986a1988	3personnes	3pieces	Indestdeter	9kVA	Qpay=9	Doubletarif	agglo.rurale	<=1948	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Electric	0146	18
3	1989a1990	4personnes	4pieces	Mensualise	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	0147	18
2	1989a1990	1personne	1piece	Relevenormal	6kVA	Qpay=8	Simpletarif	10Ma20Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	55a64ans	Gazvr	0148	18
3	1989a1990	1personne	2pieces	Relevenormal	6kVA	Qpay=5	Doubletarif	100Ma200Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Gazvr	0149	18
2	1989a1990	2personnes	3pieces	Indestmensu	6kVA	Qpay=3	Doubletarif	100Ma200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Electric	0150	18
2	1971a1980	2personnes	3pieces	Indestdeter	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	<=1948	Locataire	Individuel	avant1982	avant1982	Pascheminee	65anset+	Fioul	0151	18
2	91	1personne	1piece	Indestmensu	6kVA	Qpay=8	Simpletarif	20Ma50Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	0152	18
3	1989a1990	2personnes	3pieces	Mensualise	6kVA	Qpay=9	Doubletarif	5Ma10Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	65anset+	Electric	0153	18
2	1981a1985	2personnes	>=6piec	Indestdeter	>=12kVA	Qpay=8	Doubletarif	5Ma10Mhab	<=1948	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Cheminee	18a34ans	Fioul	0154	18
2	1989a1990	1personne	2pieces	Relevenormal	6kVA	Qpay=8	Doubletarif	10Ma20Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	0155	18
2	1986a1988	2personnes	1piece	Mensualise	6kVA	Qpay=4	Doubletarif	5Ma10Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	0156	18
1	1989a1990	3personnes	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	agglo.rurale	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Bois	0157	18
2	1989a1990	4personnes	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	agglo.rurale	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Gazvr	0158	18
3	1989a1990	1personne	3pieces	Indestmensu	6kVA	Qpay=8	Simpletarif	2Ma5Mhab	1949->73	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Gazvr	0159	18
1	1971a1980	2personnes	2pieces	Indestdeter	6kVA	Qpay=9	Simpletarif	10Ma20Mhab	<=1948	Locataire	Collectif	avant1982	entre1982et1988	Cheminee	55a64ans	Electric	0160	18
2	1989a1990	5perset+	5pieces	Relevenormal	6kVA	Qpay=3	Doubletarif	10Ma20Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	0161	18
3	1989a1990	4personnes	4pieces	Mensualise	>=12kVA	Qpay=9	Doubletarif	5Ma10Mhab	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Pascheminee	35a44ans	Fioul	0162	18
1	1981a1985	4personnes	>=6piec	Mensualise	>=12kVA	Qpay=6	Doubletarif	2Ma5Mhab	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Cheminee	45a54ans	Gazvr	0163	18
3	1989a1990	2personnes	2pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	20Ma50Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Cheminee	55a64ans	Gazvr	0164	18
3	1971a1980	2personnes	>=6piec	Mensualise	>=12kVA	Qpay=8	Doubletarif	5Ma10Mhab	1949->73	Proprietaire	Individuel	avant1982	avant1982	Pascheminee	55a64ans	Electric	0165	18
2	1989a1990	1personne	3pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	5Ma10Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Electric	0166	18
2	1989a1990	2personnes	1piece	Indestmensu	6kVA	Qpay=9	Doubletarif	5Ma10Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Electric	0167	18
3	1971a1980	1personne	2pieces	Indestdeter	6kVA	Qpay=8	Doubletarif	20Ma50Mhab	1974->81	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	35a44ans	Electric	0168	18
2	1989a1990	2personnes	3pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	agglo.rurale	1974->81	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Electric	0169	18
2	1986a1988	4personnes	5pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	agglo.rurale	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Gazvr	0170	18
1	1986a1988	3personnes	4pieces	Indestdeter	9kVA	Qpay=5	Doubletarif	agglo.rurale	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Fioul	0171	18
2	1971a1980	3personnes	5pieces	Indestdeter	9kVA	Qpay=3	Doubletarif	5Ma10Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	45a54ans	Electric	0172	18
2	1986a1988	2personnes	2pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Cheminee	55a64ans	Gazvr	0173	18
1	1989a1990	4personnes	4pieces	Mensualise	9kVA	Qpay=8	Doubletarif	2Ma5Mhab	1974->81	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Fioul	0174	18
2	1971a1980	4personnes	5pieces	Mensualise	>=12kVA	Qpay=9	Doubletarif	2Ma5Mhab	1949->73	Proprietaire	Individuel	avant1982	entre1982et1988	Cheminee	35a44ans	Gazvr	0175	18
2	1986a1988	2personnes	4pieces	Indestdeter	9kVA	Qpay=4	Doubletarif	5Ma10Mhab	<=1948	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Electric	0176	18
1	1986a1988	4personnes	4pieces	Indestdeter	>=12kVA	Qpay=3	Doubletarif	5Ma10Mhab	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Gazvr	0177	18
2	1986a1988	5perset+	4pieces	Indestmensu	6kVA	Qpay=7	Doubletarif	20Ma50Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	0178	18
1	91	2personnes	4pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	20Ma50Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Electric	0179	18
3	1986a1988	1personne	3pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	agglo.rurale	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	55a64ans	Electric	0180	18
3	1989a1990	3personnes	3pieces	Mensualise	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	65anset+	Electric	0181	18
3	1981a1985	2personnes	4pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	5Ma10Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	65anset+	Electric	0182	18
3	1971a1980	3personnes	3pieces	Mensualise	9kVA	Qpay=6	Doubletarif	100Ma200Mhab	1974->81	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	18a34ans	Gazvr	0183	18
3	1989a1990	3personnes	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	agglo.rurale	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	55a64ans	Electric	0184	18
2	1989a1990	2personnes	3pieces	Relevenormal	6kVA	Qpay=8	Doubletarif	5Ma10Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Electric	0185	18
2	91	3personnes	3pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Gazvr	0186	18
1	1989a1990	4personnes	4pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	5Ma10Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Gazvr	0187	18
3	1981a1985	4personnes	>=6piec	Mensualise	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	0188	18
3	1986a1988	2personnes	4pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	5Ma10Mhab	1974->81	Locataire	Collectif	entre1982et1988	avant1982	Pascheminee	18a34ans	Electric	0189	18
2	1989a1990	2personnes	4pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	0190	18
3	1989a1990	5perset+	>=6piec	Relevenormal	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Cheminee	35a44ans	Electric	0191	18
2	1989a1990	2personnes	3pieces	Relevenormal	9kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Electric	0192	18
2	1989a1990	1personne	3pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	100Ma200Mhab	1974->81	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	45a54ans	Electric	0193	18
2	1981a1985	4personnes	4pieces	Mensualise	9kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Gazvr	0194	18
2	1989a1990	2personnes	2pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	0195	18
3	1986a1988	2personnes	4pieces	Mensualise	>=12kVA	Qpay=9	Doubletarif	agglo.rurale	1949->73	Proprietaire	Individuel	avant1982	avant1982	Pascheminee	65anset+	Electric	0196	18
2	1989a1990	1personne	3pieces	Indestmensu	6kVA	Qpay=6	Doubletarif	agglo.rurale	1974->81	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Electric	0197	18
2	1989a1990	5perset+	>=6piec	Indestmensu	>=12kVA	Qpay=8	Doubletarif	agglo.rurale	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	0198	18
3	1989a1990	2personnes	3pieces	Relevenormal	9kVA	Qpay=4	Doubletarif	5Ma10Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Cheminee	18a34ans	Electric	0199	18
2	1989a1990	2personnes	2pieces	Relevenormal	>=12kVA	Qpay=9	Simpletarif	5Ma10Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Gazvr	0200	18
1	1989a1990	2personnes	5pieces	Relevenormal	9kVA	Qpay=6	Doubletarif	50Ma100Mhab	1974->81	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	35a44ans	Gazvr	0201	18
2	1989a1990	1personne	4pieces	Relevenormal	9kVA	Qpay=8	Simpletarif	50Ma100Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Cheminee	45a54ans	Fioul	0202	18
2	1986a1988	2personnes	>=6piec	Indestmensu	9kVA	Qpay=9	Doubletarif	50Ma100Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	55a64ans	Gazvr	0203	18
3	1989a1990	3personnes	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	50Ma100Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	55a64ans	Electric	0204	18
2	1989a1990	1personne	3pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	50Ma100Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Cheminee	18a34ans	Gazvr	0205	18
2	1989a1990	3personnes	3pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	5Ma10Mhab	1974->81	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	35a44ans	Gazvr	0206	18
2	1966a1970	2personnes	4pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	5Ma10Mhab	1949->73	Proprietaire	Individuel	avant1982	avant1982	Cheminee	65anset+	Gazvr	0207	18
1	1986a1988	4personnes	4pieces	Indestdeter	6kVA	Qpay=9	Doubletarif	5Ma10Mhab	1949->73	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Cheminee	18a34ans	Gazvr	0208	18
2	1989a1990	2personnes	3pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	5Ma10Mhab	1974->81	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	45a54ans	Autre	0209	18
2	1981a1985	5perset+	5pieces	Mensualise	>=12kVA	Qpay=4	Doubletarif	5Ma10Mhab	<=1948	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	18a34ans	Electric	0210	18
2	1989a1990	1personne	2pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	50Ma100Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	0211	18
3	1989a1990	2personnes	4pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	5Ma10Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Cheminee	45a54ans	Fioul	0212	18
2	1989a1990	4personnes	4pieces	Mensualise	6kVA	Qpay=8	Doubletarif	50Ma100Mhab	1949->73	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Electric	0213	18
3	1966a1970	2personnes	4pieces	Mensualise	6kVA	Qpay=4	Doubletarif	agglo.rurale	<=1948	Proprietaire	Individuel	avant1982	entre1982et1988	Pascheminee	65anset+	Electric	0214	18
2	1989a1990	5perset+	>=6piec	Indestmensu	9kVA	Qpay=5	Doubletarif	10Ma20Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	0215	18
2	1971a1980	5perset+	4pieces	Indestdeter	>=12kVA	Qpay=5	Doubletarif	5Ma10Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	45a54ans	Electric	0216	18
1	1971a1980	4personnes	>=6piec	Indestdeter	>=12kVA	Qpay=0,1,2	Doubletarif	10Ma20Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	35a44ans	Bois	0217	18
2	1986a1988	2personnes	4pieces	Mensualise	9kVA	Qpay=9	Doubletarif	2Ma5Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Fioul	0218	18
2	1986a1988	4personnes	>=6piec	Indestdeter	>=12kVA	Qpay=8	Doubletarif	5Ma10Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	18a34ans	Gazvr	0219	18
3	1981a1985	3personnes	>=6piec	Indestmensu	>=12kVA	Qpay=5	Doubletarif	agglo.rurale	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	65anset+	Electric	0220	18
3	1986a1988	2personnes	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	0221	18
2	1971a1980	3personnes	>=6piec	Indestdeter	>=12kVA	Qpay=7	Doubletarif	20Ma50Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	45a54ans	Gazvr	0222	18
2	1986a1988	2personnes	2pieces	Indestmensu	9kVA	Qpay=5	Doubletarif	10Ma20Mhab	1974->81	Proprietaire	Collectif	entre1982et1988	avant1982	Cheminee	18a34ans	Electric	0223	18
2	1989a1990	2personnes	4pieces	Mensualise	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Cheminee	18a34ans	Electric	0224	18
2	1981a1985	2personnes	3pieces	Indestdeter	6kVA	Qpay=8	Doubletarif	20Ma50Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Gazvr	0225	18
1	1981a1985	3personnes	4pieces	Mensualise	9kVA	Qpay=9	Doubletarif	20Ma50Mhab	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Gazvr	0226	18
2	1986a1988	1personne	2pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	5Ma10Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	0227	18
2	1981a1985	3personnes	4pieces	Mensualise	9kVA	Qpay=5	Doubletarif	agglo.rurale	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Gazvr	0228	18
1	1971a1980	3personnes	4pieces	Indestmensu	6kVA	Qpay=9	Simpletarif	5Ma10Mhab	<=1948	Locataire	Collectif	avant1982	avant1982	Cheminee	55a64ans	Bois	0229	18
1	1989a1990	3personnes	4pieces	Indestmensu	6kVA	Qpay=7	Doubletarif	20Ma50Mhab	1974->81	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Gazvr	0230	18
1	1986a1988	4personnes	5pieces	Mensualise	9kVA	Qpay=9	Doubletarif	agglo.rurale	1974->81	Locataire	Individuel	entre1982et1988	avant1982	Pascheminee	35a44ans	Fioul	0231	18
3	1966a1970	2personnes	3pieces	Indestdeter	6kVA	Qpay=7	Doubletarif	agglo.rurale	1949->73	Locataire	Individuel	avant1982	entre1982et1988	Pascheminee	45a54ans	Electric	0232	18
2	1989a1990	3personnes	4pieces	Indestdeter	9kVA	Qpay=8	Doubletarif	5Ma10Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	45a54ans	Bois	0233	18
3	1989a1990	2personnes	4pieces	Indestdeter	9kVA	Qpay=8	Doubletarif	10Ma20Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Electric	0234	18
1	1989a1990	2personnes	2pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	2Ma5Mhab	1949->73	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	65anset+	Electric	0235	18
2	1981a1985	4personnes	5pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	2Ma5Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Bois	0236	18
2	1981a1985	4personnes	4pieces	Mensualise	>=12kVA	Qpay=4	Doubletarif	10Ma20Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	35a44ans	Electric	0237	18
2	1989a1990	1personne	3pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	5Ma10Mhab	1974->81	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	35a44ans	Gazvr	0238	18
3	1971a1980	2personnes	3pieces	Mensualise	9kVA	Qpay=8	Doubletarif	2Ma5Mhab	1949->73	Proprietaire	Individuel	avant1982	entre1982et1988	Cheminee	55a64ans	Electric	0239	18
2	1989a1990	2personnes	>=6piec	Indestmensu	>=12kVA	Qpay=6	Doubletarif	agglo.rurale	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Cheminee	18a34ans	Gazvr	0240	18
2	1989a1990	4personnes	4pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	agglo.rurale	<=1948	Proprietaire	Collectif	avant1982	entre1982et1988	Pascheminee	35a44ans	Gazvr	0241	18
2	1981a1985	2personnes	4pieces	Mensualise	6kVA	Qpay=8	Doubletarif	5Ma10Mhab	1974->81	Proprietaire	Collectif	entre1982et1988	avant1982	Pascheminee	55a64ans	Gazvr	0242	18
1	1989a1990	3personnes	3pieces	Relevenormal	6kVA	Qpay=8	Doubletarif	10Ma20Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Cheminee	55a64ans	Gazvr	0243	18
2	1989a1990	2personnes	2pieces	Indestdeter	6kVA	Qpay=8	Doubletarif	10Ma20Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Autre	0244	18
2	1989a1990	5perset+	>=6piec	Mensualise	>=12kVA	Qpay=8	Doubletarif	10Ma20Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Cheminee	35a44ans	Electric	0245	18
1	1989a1990	2personnes	5pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	10Ma20Mhab	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Pascheminee	45a54ans	Gazvr	0246	18
3	1989a1990	1personne	3pieces	Relevenormal	6kVA	Qpay=8	Doubletarif	10Ma20Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	55a64ans	Electric	0247	18
3	1989a1990	3personnes	5pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	10Ma20Mhab	1982->88	Proprietaire	Individuel	entre1989et1990	entre1982et1988	Cheminee	55a64ans	Electric	0248	18
2	1989a1990	1personne	2pieces	Relevenormal	9kVA	Qpay=8	Simpletarif	agglo.rurale	<=1948	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Electric	0249	18
3	1989a1990	4personnes	3pieces	Indestdeter	9kVA	Qpay=8	Doubletarif	10Ma20Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	0250	18
3	1989a1990	3personnes	5pieces	Relevenormal	9kVA	Qpay=5	Doubletarif	10Ma20Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	55a64ans	Electric	0251	18
3	1989a1990	3personnes	4pieces	Indestdeter	9kVA	Qpay=9	Doubletarif	10Ma20Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	35a44ans	Electric	0252	18
3	1986a1988	4personnes	4pieces	Mensualise	6kVA	Qpay=5	Doubletarif	10Ma20Mhab	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	0253	18
2	1989a1990	2personnes	3pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	2Ma5Mhab	<=1948	Locataire	Individuel	entre1989et1990	entre1989et1990	Cheminee	18a34ans	Electric	0254	18
2	1989a1990	5perset+	5pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	agglo.rurale	1974->81	Proprietaire	Individuel	entre1989et1990	avant1982	Pascheminee	35a44ans	Gazvr	0255	18
3	1971a1980	2personnes	3pieces	Mensualise	9kVA	Qpay=8	Doubletarif	10Ma20Mhab	<=1948	Proprietaire	Collectif	avant1982	avant1982	Cheminee	45a54ans	Electric	0256	18
